Translation,Target
"When to go to the doctor?
At the same time the face or any other part of the body jumps like this.

If the eyes are red.",Valid Information
"When to go to the doctor?
If the eyes are swollen.

If something watery is released from the eyes.

If the eyelid twitching problem does not go away within two to one week.",Valid Information
"If you have diabetes, you should not eat everything. However, you have to be careful and disciplined in choosing food. To avoid repetition and boredom, you should also try to have variety instead of eating the same food every day. Like any other normal Person, a diabetic patient will consume all the food components i.e. sugars, meats, fats, minerals, vitamins etc.
",Valid Information
"The first thing to do when diagnosed with diabetes is to avoid all foods containing white sugar. Sugars are also present in other foods, so there is no harm in cutting sugar outright. Sugary foods are rice, bread, noodles etc. These should be consumed in limited quantities and it is better to eat red rice and flour instead of white rice and flour or flour. It has low glycemic index or GI.
",Valid Information
"The GI is a measure of the rate of absorption of carbohydrates in food. Its index is 1 to 100. Foods with a high GI are quickly absorbed into the bloodstream and raise blood sugar levels quickly. On the other hand, foods with a low GI do not raise the blood sugar as quickly as they are absorbed slowly.
",Valid Information
"If the index is below 55, it is called a low GI food. Such as all types of vegetables, pulses, thin milk, mushrooms, nuts, watery vegetables etc.
",Valid Information
"Medium GI (55-70) foods are red rice and flour, corn, oats, sweet potatoes, brown noodles or pasta.
",Valid Information
"Foods with high GI (above 70) are flour bread or parota, atap rice, polao, dates, watermelon, kachur mukhi etc.
",Valid Information
"Keep GI in mind while choosing food. Choose a low GI food at every meal. Avoid high GI foods as much as possible.
",Valid Information
"If you have diabetes, harmful fats accumulate in the blood and liver. Fatty liver and increased risk of heart disease. So be careful in consuming fatty foods. Saturated fats like ghee, butter, fat attached to meat are harmful.
",Valid Information
"Unsaturated fats such as omega-3, marine fish oil, nuts are beneficial. When choosing meat, choose foods that are low in fat such as fish, pulses, eggs, milk and dairy products. Reduce the amount of cooking oil.
",Valid Information
"Eat fresh fruit every day, but in moderation.

You can eat a lot of sour fruits. But don't eat too much at one time, divide the food into 5 or 6 portions throughout the day",Valid Information
"Keep a gap of three-four hours between two meals. Don't eat erratically.

 You can eat sour yogurt, fruit instead of sweet food as dessert.

Avoid tobacco, rust, alcohol.",Valid Information
"Diabetes in children is a rare disease. It is a disease of adults. But times have changed, lifestyles have changed. Along with this, children's diabetes is increasing. It is not only in the developed world, the rate of children suffering from this disease is increasing in all countries including Bangladesh.
",Valid Information
"Symptoms of type-1 diabetes in children appear at a relatively young age. Affected children become dehydrated, urinate frequently, and become ill quickly—even passing out due to hyperglycemia and ketosis.
",Valid Information
"Type-2 diabetes occurs in slightly older children or adolescents. Those who are overweight, have excessive body fat, do not do physical work, are more likely to develop this disease. However, in both cases, certain genetic characteristics play an important role in the development of the disease. Apart from this, various hormonal imbalances or certain medications can also cause diabetes.
",Valid Information
"
How to understand your child's type-2 diabetes?
Child urinates excessively, starts wetting the bed again. Thirst and hunger increase. No weight gain or rapid weight loss despite eating enough food. Body feels weak, lacks interest in daily activities, may suffer from frequent infections. Complications include shortness of breath, vomiting, abdominal pain, convulsions and dehydration—even fainting—called diabetic ketoacidosis. If not treated quickly, the risk of death increases.",Valid Information
"Fatty, obese children, dark spots on the skin of the neck, teenagers with polycystic ovary syndrome may have type-2 diabetes.
",Valid Information
"If in doubt, consult a doctor immediately. Treatment of type-1 diabetes is mainly by regular insulin injections into the body.
",Valid Information
